budget,genres,homepage,popularity,production_companies,production_countries,runtime,spoken_languages,vote_average,vote_count,lang_english,year,holiday,revenue
12000000,2,0,4.473327,1,1,160,2,7.2,64,1,1965,0,25333333
2500000,2,0,12.109198,2,1,111,1,7.6,384,1,1967,0,50700000
1400000,3,0,7.853231,1,1,104,1,7.9,539,1,1954,1,3000000
6000000,3,1,14.044122,2,1,100,1,7.1,1371,1,1987,0,213954274
1200000,2,0,12.22034,3,1,99,1,8.1,3821,1,1992,0,14661007
6000000,3,0,18.206972,2,2,120,2,7.5,1236,1,1986,1,138530565
6500000,1,0,8.051891,1,1,97,1,6.4,255,1,1989,0,30218387
49000000,2,1,16.628427,3,2,127,1,6.5,869,1,1992,0,352927224
38000000,2,0,7.829619,4,1,140,1,6.7,285,1,1991,0,34416893
3705538,4,1,7.404329,6,3,112,1,6.9,180,1,1992,0,62548947
12500000,3,0,6.792215,3,1,100,1,7.5,330,1,1992,0,10725228
12000000,2,0,15.417202,2,2,151,6,7.4,149,1,1982,1,30036000
10500000,4,1,19.358546,2,1,115,1,7.3,3359,1,1982,1,792965326
60000000,1,0,7.046753,2,1,107,1,5.9,359,1,1990,1,157920733
15000000,3,0,20.301019,1,1,110,1,6.7,1736,1,1986,1,356830601
1800000,1,0,7.301719,2,1,125,1,7.6,291,1,1951,0,8000000
12500000,2,0,2.772039,1,1,99,2,7.3,31,1,1996,0,1227324
36000000,1,0,9.178371,1,1,129,1,6.8,257,1,1996,1,20300385
5000000,3,0,6.501177,4,1,113,1,6.7,138,1,1975,1,41833347
6788000,3,0,7.88101,1,2,103,1,5.9,107,1,1991,1,13878334
70000000,4,0,9.809585,3,1,139,1,7.1,822,1,1989,0,90000098
1000000,1,1,9.194572,3,1,89,1,6.4,318,1,1980,0,21378361
6000000,2,1,10.124544,4,1,99,1,6.9,720,1,1981,1,50244700
1000000,2,0,6.715512,3,1,91,1,6.4,165,1,1981,1,17985893
400000,3,1,10.43389,4,1,91,3,7.8,1742,1,1975,0,5028948
7000000,1,0,2.661026,1,1,80,1,5.7,33,1,1996,1,1100000
4000000,3,0,12.565447,8,1,99,1,7.4,320,0,1991,1,1794187
27000000,3,0,15.564161,2,2,162,4,7,559,1,1996,1,231976425
645180,1,0,5.841931,3,2,103,1,7.5,208,1,1989,0,14743391
3000000,3,0,3.233531,3,1,94,2,6.2,83,1,1992,0,33946224
4,2,1,1.325299,2,1,119,2,6.3,32,1,1991,1,29
500000,1,0,4.101295,0,1,71,1,8.2,67,1,1990,0,3779620
3000000,1,0,35.529554,3,1,133,1,8.3,3001,1,1975,1,108981275
18000000,3,1,19.470959,2,1,124,1,8.2,5998,1,1980,1,538400000
16000000,5,0,15.15267,3,1,98,1,7.6,1518,1,1987,0,30857814
18000000,2,1,19.901576,2,1,115,6,7.7,3949,1,1981,1,389925971
18500000,4,0,21.761179,3,2,137,1,7.7,3282,1,1986,0,183316455
1200000,1,1,16.788787,4,4,161,1,8.1,2371,0,1966,1,6000000
350000,1,0,16.503959,2,1,96,1,8.2,2130,1,1957,0,1000000
15000000,4,0,10.893332,1,1,216,3,7.8,870,1,1962,1,69995385
2200000,2,0,17.112594,2,2,136,1,8,3432,1,1971,1,26589000
2000000,2,0,14.284787,1,1,129,1,7.9,676,1,1962,1,13129846
31500000,2,1,13.5963,2,1,153,4,8,2112,1,1979,0,89460381
5000000,1,0,15.589351,3,3,175,1,8.1,1160,0,1968,1,5321508
32350000,3,1,14.586087,2,1,135,1,7.9,4763,1,1983,1,572700000
2500000,3,1,6.357321,3,2,128,3,7.5,256,0,1987,0,3200000
25000000,2,1,15.424092,1,1,145,2,8.2,3211,1,1990,0,46836394
11000000,4,1,23.37742,2,2,117,2,7.9,4564,1,1979,1,104931801
11500000,3,0,12.250232,3,2,162,1,7.9,349,0,1985,1,4069653
806948,3,0,36.826309,3,1,109,1,8.3,2405,1,1960,1,32000000
27000000,4,0,10.076901,1,1,133,1,7.5,1092,1,1980,1,115229890
13000000,2,0,36.629307,2,1,200,4,8.3,3418,1,1974,1,47542841
17000000,2,0,13.94148,3,2,116,2,7.9,2595,1,1987,1,46357676
18000000,3,0,12.677592,1,1,160,4,7.8,1107,1,1984,1,51973029
18000000,1,0,8.868558,1,1,129,1,7.7,968,1,1980,1,23000000
4000000,3,0,18.146043,1,1,93,2,7.8,1044,1,1977,1,38251425
27000000,2,0,14.902397,2,1,193,2,7.4,241,1,1983,1,21500000
14000000,5,1,8.80338,6,1,149,3,7.9,623,0,1981,0,85000000
5500000,3,0,12.016821,1,1,129,1,7.9,639,1,1973,1,159616327
6400000,3,1,19.293562,5,2,108,1,7.4,4208,1,1984,1,78371200
3000000,2,0,13.645568,3,1,104,1,7.4,388,1,1992,0,242623
18000000,1,0,7.521346,2,1,122,1,7.4,391,1,1989,1,26828365
14000000,3,0,7.495853,2,1,115,4,7.5,431,1,1990,0,5080409
16400000,1,0,19.905716,2,1,129,1,8.1,2786,1,1989,1,235860116
3000000,1,0,12.057829,1,1,106,1,7.6,855,1,1967,1,104945305
829000,3,0,9.665347,1,1,95,2,7.6,292,1,1958,1,2247465
3000000,3,0,8.851646,2,2,161,3,7.7,554,1,1957,1,27200000
6000000,4,0,12.29227,3,1,130,3,7.9,939,1,1974,1,30000000
3800000,4,0,8.070589,1,1,126,1,7.9,285,1,1948,0,4307000
19000000,2,0,19.611589,3,2,144,1,8.1,3890,1,1980,1,44017374
8000000,2,0,15.206957,4,1,89,1,7.8,1568,1,1986,0,52287414
3600000,3,0,13.520764,2,1,84,1,7.5,760,1,1987,0,5923044
4000000,5,0,14.384114,2,1,172,4,7.8,731,1,1963,1,11744471
15000000,2,0,7.729445,2,2,183,4,7.8,943,1,1978,1,50000000
14600000,4,0,12.989627,1,1,101,3,7.4,2358,1,1993,0,70906973
14000000,1,0,10.942149,2,1,131,1,7.7,1133,1,1992,0,159157447
80000000,2,0,7.991677,2,1,126,1,7.7,188,1,1962,1,96105910
19000000,4,1,25.778509,3,1,116,1,8,6239,1,1985,0,381109762
11000000,2,0,6.584254,1,1,130,1,7.6,298,1,1991,1,119418501
12000000,3,0,14.382289,1,1,172,1,7.3,327,1,1970,0,89800000
8000000,2,1,10.888917,8,1,124,1,7.8,792,0,1988,0,553171
16000000,3,0,16.870392,2,2,116,1,6.8,642,1,1986,0,5900000
3000000,2,0,9.718713,2,1,126,1,7.7,390,1,1967,1,16217773
2800000,2,0,9.339316,4,1,106,2,7.7,880,1,1974,1,86273333
3500000,2,0,8.291886,7,5,129,5,7.5,165,1,1991,1,2015810
2000000,1,0,9.241748,2,1,125,2,8.1,756,1,1940,1,11000000
2280000,3,1,8.03796,1,1,124,1,7.2,831,1,1940,1,83320000
730000,1,0,16.715935,2,1,85,1,7.6,343,1,1952,0,8000000
15000000,4,0,14.319743,1,1,212,1,7.5,660,1,1959,1,146900000
2500000,2,0,13.981499,1,1,82,1,7.6,413,1,1984,1,4736202
48000000,2,1,14.788987,2,1,127,3,7.6,3221,1,1989,1,474171806
22000000,2,0,12.383755,6,2,191,2,7.4,730,1,1982,1,77737889
17000000,2,0,6.815147,1,1,171,1,7,89,1,1988,0,10006806
3000000,2,0,6.175166,3,1,117,2,6.9,164,1,1985,1,20966644
12000000,1,0,6.773407,3,1,95,1,7.7,363,1,1982,0,22244207
14400000,3,0,11.460364,3,1,141,5,7.5,180,1,1984,1,34700291
1900000,3,0,6.379966,1,1,98,1,7.2,238,1,1956,0,3250000
6000000,4,0,6.714577,3,1,110,2,7.4,659,1,1969,0,102308889
1746964,1,0,11.635837,6,4,147,1,7.7,282,1,1984,1,2181987
16000000,3,0,8.34322,2,1,96,1,7.3,974,1,1989,0,92823546
50000000,3,0,17.126768,2,2,114,1,6.2,1664,1,1992,1,159773545
10000000,2,0,13.390802,4,2,97,1,7.2,571,1,1981,0,31973249
2500000,1,0,11.591462,1,1,119,1,7.3,959,1,1963,0,11403529
40000000,2,0,16.777675,3,1,128,5,7.1,1087,1,1992,1,215862692
6000000,3,0,12.721362,3,1,99,1,6.2,303,1,1992,1,25792310
35000000,2,0,10.302735,4,1,128,1,7,692,1,1991,1,182300000
1800000,2,0,9.277692,1,1,98,1,7,977,1,1976,1,33800000
1800000,1,0,13.694713,2,1,91,1,7.2,1212,1,1984,1,25504513
2800000,2,0,16.641277,2,2,111,3,7.2,485,1,1976,1,60922980
46000000,4,1,8.808497,2,1,111,1,7,671,1,1996,1,150000000
1000000,1,0,9.475693,1,1,135,1,7.4,236,1,1996,0,24444121
60000000,2,0,7.898202,2,1,89,1,5.5,583,1,1996,1,129832389
40000000,6,0,4.182641,1,1,124,2,5.4,55,1,1996,1,48093211
3000000,3,0,10.879283,1,1,102,1,7.4,30,1,1996,1,2503829
54000000,2,0,11.470748,2,2,103,1,5.6,722,1,1996,1,320689294
70000000,2,0,18.785984,3,1,124,2,6.6,1920,1,1990,0,240031094
35000000,3,0,8.277765,1,1,132,1,6.2,541,1,1979,1,139000000
27000000,4,0,5.90057,1,1,113,1,6.7,421,1,1991,1,96900000
30000000,4,0,12.308007,1,1,107,1,5.6,384,1,1989,1,70200000
12000000,4,0,7.160236,1,1,113,1,7.3,688,1,1982,1,96800000
18000000,4,0,6.197298,1,1,105,2,6.4,443,1,1984,1,87000000
24000000,2,0,12.596956,1,1,119,2,6.9,490,1,1986,1,133000000
80000000,2,0,15.001681,2,2,126,1,6.6,1706,1,1992,1,280000000
13000000,5,0,9.905174,2,1,107,1,6.6,262,1,1988,0,44726644
6000000,1,0,7.854899,2,1,110,1,7.2,1633,1,1978,0,181813770
13200000,5,0,14.202364,1,1,115,1,4.9,185,1,1982,1,15171476
12000000,2,0,5.845712,3,1,94,1,5.6,100,1,1990,1,46044400
35000000,2,0,9.918269,4,2,103,1,6.1,405,1,1992,1,156563139
7000000,3,1,19.726114,2,1,124,1,7.5,2628,1,1975,1,470654000
20000000,2,0,11.21306,1,1,116,1,5.9,412,1,1978,1,187884007
20500000,2,0,16.603041,3,1,99,1,4.2,266,1,1983,0,87987055
70000000,3,1,15.63424,1,1,106,2,6.1,1544,1,1996,1,101371017
3000000,2,0,2.225234,2,1,104,1,6.8,27,1,1996,1,153155
50000000,3,0,11.807601,2,1,139,2,6.7,941,1,1996,1,273552592
6000000,2,0,14.011415,2,1,94,1,7.2,548,1,1987,0,29180280
23000000,1,0,5.307984,3,1,98,2,6.6,130,1,1996,1,12803305
14000000,3,0,13.326443,2,1,111,1,7,1520,1,1996,1,173046663
40000000,6,0,15.228794,1,1,112,2,7.1,747,1,1992,0,75505856
55000000,3,1,6.709803,2,2,134,2,5.9,122,1,1996,1,141047179
55000000,3,0,5.304043,2,1,100,1,5.2,63,1,1997,0,11466088
55000000,5,0,10.519481,2,1,117,1,5.3,136,1,1997,0,31987563
116000000,3,0,7.240753,2,1,108,1,5.8,445,1,1997,0,178127760
8000000,2,0,2.93818,1,1,106,1,6.7,21,1,1997,0,589304
50000000,3,0,7.66124,3,1,121,2,6.4,226,1,1997,0,50068310
25000000,1,0,9.304901,2,1,93,1,6,175,1,1997,0,36400360
15000000,3,0,8.449722,4,1,134,1,7.5,572,1,1997,0,3675201
30000000,2,0,2.899809,3,1,140,1,6.7,31,1,1997,0,13130349
35000000,3,0,12.201954,4,1,127,3,7.4,1175,1,1997,0,41954997
3000000,3,0,7.124652,2,5,117,1,5.7,36,1,1996,0,4109095
28000000,2,0,10.928417,2,1,109,1,6.7,106,1,1997,0,41230799
68000000,5,0,10.97633,3,1,116,2,5.9,310,1,1997,1,118063304
45000000,1,0,10.102471,2,1,86,1,6.4,1456,1,1997,0,302710615
20000000,1,0,7.390306,2,1,127,2,7.1,115,1,1997,0,60000000
90000000,3,0,10.675073,1,1,107,1,5.9,300,1,1997,0,140807547
32000000,4,0,3.406836,3,1,75,2,7.1,25,1,1997,0,3566637
10000000,6,0,5.436745,3,2,99,1,4.6,60,1,1997,0,17979739
35000000,2,0,5.660835,3,1,108,1,6.4,26,1,1997,1,791830
45000000,3,0,14.386089,6,3,89,1,4.8,624,1,1997,1,136885767
16500000,3,0,11.749159,3,2,94,1,6.5,1033,1,1997,1,67683989
36000000,3,0,7.926621,3,1,95,1,6.6,202,1,1997,1,50159144
90000000,5,0,24.30526,2,1,126,3,7.3,3962,1,1997,1,263920180
2000000,1,0,1.7442,1,1,108,2,5.7,10,0,1997,1,2900000
73000000,3,0,0.788123,2,1,129,1,6.2,2528,1,1997,1,229074524
75000000,3,0,11.545982,5,1,115,1,6.5,1289,1,1997,1,224012234
160000000,3,0,11.268531,2,1,121,2,4.1,439,1,1997,1,164508066
500000,2,0,0.321515,0,0,95,0,6,1,1,1997,1,10300
125000000,3,0,17.038824,2,2,125,1,4.2,1447,1,1997,1,238207122
85000000,6,0,14.048694,1,1,93,3,7.3,1741,1,1997,1,252712101
38000000,2,0,4.678572,1,1,105,3,6.4,606,1,1997,1,299288605
900000,1,0,7.543337,3,2,103,4,7.5,138,0,1963,1,528428
80000000,4,0,11.467391,6,1,138,2,6.8,1612,1,1997,1,245676146
90000000,4,1,15.781024,3,1,98,2,6.9,4521,1,1997,0,589390539
28000000,4,0,3.354869,2,1,86,1,5.5,46,1,1997,0,8345056
90000000,3,1,14.374866,2,1,150,1,7.2,1338,1,1997,0,171120329
50000000,2,0,9.37934,6,1,125,1,6,404,1,1997,0,48169156
20000000,3,0,10.52008,2,1,129,1,6.6,663,1,1982,1,79114085
15000000,3,1,9.15931,3,1,104,1,6.6,384,1,1997,0,44862187
60000000,3,0,11.335072,3,2,96,2,6.4,752,1,1997,0,26673242
40000000,6,0,11.366417,3,1,96,1,5,344,1,1997,0,87840042
3000000,3,0,9.407128,1,2,98,1,5.3,108,1,1997,0,23144499
19000000,2,0,4.347079,2,1,105,2,5.1,114,1,1997,0,44332015
75000000,4,0,14.261798,3,1,135,1,6.5,440,1,1997,0,136982834
16000000,3,0,2.890462,3,1,97,1,4.2,49,1,1997,0,1686429
30000000,3,0,9.128905,2,1,105,2,5.7,255,1,1997,0,25480490
85000000,2,0,12.173291,3,2,124,2,6.2,859,1,1997,0,315156409
20000000,2,0,6.476493,1,1,119,2,6.5,141,1,1997,0,5716080
30000000,3,1,15.91126,3,1,134,2,7.2,971,1,1990,0,199200000
35000000,4,0,10.989442,3,1,138,1,7.7,1340,1,1997,0,126216940
70000000,3,0,11.483493,4,1,136,1,7,644,1,1997,0,131457682
27000000,4,0,12.235391,2,1,115,2,6.2,353,1,1997,1,60527873
5000000,1,0,5.215107,3,1,90,1,5.6,114,1,1997,0,15719109
50000000,3,0,14.825587,3,1,129,3,7.5,1556,1,1997,0,109423648
60000000,4,0,7.83099,2,1,105,1,5,91,1,1997,0,16000000
19000000,1,0,7.923639,4,2,125,1,6.5,185,1,1997,1,6682098
18000000,1,0,7.146352,3,2,112,1,6.9,181,1,1997,0,8038061
250000,3,1,12.311564,2,1,113,1,6.7,441,1,1997,1,12021272
3500000,1,0,8.333322,3,1,91,1,6.9,372,1,1997,0,257850122
17000000,3,0,7.417157,3,1,100,1,5.6,698,1,1997,1,125586134
57000000,4,0,10.920124,6,2,144,6,7.2,1414,1,1997,1,152944660
12000000,4,0,9.657642,1,1,94,3,5.6,26,1,1997,1,4000000
1500000,2,0,3.974374,1,0,85,1,6.3,30,1,1997,1,626057
36000000,4,0,12.89312,2,1,106,2,7.5,1846,1,1997,0,12532777
37000000,4,0,3.742824,3,1,118,1,5.8,52,1,1997,1,6482195
10000000,2,0,11.341505,1,1,106,3,6.5,253,1,1981,1,85300000
18000000,1,0,12.799853,3,2,85,1,6.3,602,1,1997,0,251212670
50000000,3,0,4.909738,2,1,114,1,5.9,81,1,1997,1,10541523
24000000,1,0,2.818802,1,1,102,1,5.7,24,1,1997,1,2642983
40000000,3,0,6.683398,2,1,135,1,6.7,239,1,1997,1,45916769
15000000,1,0,7.595679,3,1,155,1,7.5,812,1,1997,0,43101594
12000000,4,0,10.312017,1,1,113,2,7,390,1,1985,0,68706993
105000000,4,0,14.412644,3,1,129,1,6.7,1584,1,1997,1,121214377
11000000,1,0,3.01386,1,2,139,4,7.1,34,1,1993,0,32861136
6000000,4,0,9.7866,4,2,99,1,6.6,363,1,1998,1,58000000
30000000,3,0,6.532498,2,1,95,1,3.8,225,1,1997,1,51376861
60000000,2,0,13.155901,2,1,103,1,7.8,4702,1,1998,1,264118201
60000000,4,0,11.131917,9,1,124,2,6.1,536,1,1997,1,159330280
53000000,2,0,11.911173,5,1,94,3,7.4,1481,1,1997,1,139804348
20000000,4,0,4.827771,4,1,97,1,6.5,126,1,1997,1,13801755
70000000,3,0,15.57784,2,1,109,1,5.9,1388,1,1997,1,162000000
36000000,3,0,2.263584,1,1,155,2,6.8,324,1,1997,1,74000000
20000000,2,0,6.280515,1,1,96,1,7.3,188,1,1997,0,10686841
80000000,3,0,7.016942,2,1,93,1,5.3,707,1,1997,1,177977226
35000000,1,0,8.412203,4,1,115,1,5.6,43,1,1997,1,31611225
10000000,1,1,15.064833,3,2,126,1,7.9,2880,1,1997,1,225933435
32000000,2,1,8.04209,2,1,102,2,5.1,632,1,1997,1,79082515
35000000,4,0,5.145907,2,1,155,1,6.3,161,1,1997,1,25105255
38000000,2,0,6.456233,1,1,98,1,6.2,297,1,1997,1,122417389
24000000,2,0,11.264845,4,1,120,1,6.1,856,1,1997,1,172363301
5000000,1,0,6.002992,2,1,112,2,6.8,108,1,1997,1,3263585
110000000,3,1,17.159576,1,2,119,5,6,941,1,1997,1,333011068
80000000,2,0,6.537407,2,1,177,2,6.1,306,1,1997,1,17626234
60000000,2,0,7.685548,2,1,170,1,6.7,296,1,1998,1,186883563
12000000,3,0,16.415498,1,1,154,1,7.3,1580,1,1997,1,39673162
28000000,1,0,5.01752,1,1,134,3,6.8,92,1,1997,1,5684789
15000000,2,1,15.952524,3,2,117,4,7.8,3001,1,1998,0,46189568
25000000,3,0,9.941228,2,1,111,1,6.4,131,1,1998,0,55494066
15000000,2,0,7.603652,3,1,97,2,6.7,273,1,1997,1,64256513
27000000,2,0,12.851984,2,2,100,1,7.2,838,1,1998,0,27200316
70000000,1,0,6.363405,9,5,97,1,5.5,181,1,1998,0,19870567
8000000,2,0,7.022548,1,1,82,2,6.4,179,1,1998,0,17460020
3000000,3,1,1.631288,5,1,109,1,7,23,1,1997,0,302204
25000000,5,0,4.257516,1,1,93,1,4.7,124,1,1997,1,100000000
45000000,4,0,6.922458,3,2,106,2,6,155,1,1998,0,11203026
30000000,4,0,9.384887,1,1,87,3,6,128,1,1998,0,19204929
1000000,3,0,7.146514,3,2,93,1,5.7,60,1,1997,1,91549
28000000,4,0,13.162168,1,1,123,2,5.2,166,1,1998,0,14051384
18000000,2,0,8.884035,3,1,95,1,6.5,603,1,1998,0,123306987
75000000,1,1,7.124735,4,1,134,1,5.8,483,1,1998,0,13100000
50000000,2,0,9.374049,2,1,139,1,7.2,946,1,1997,1,314178011
1000000,2,0,11.230031,4,3,103,2,6.5,130,1,1990,0,2554476
60000000,3,0,8.462364,2,1,131,1,6.2,383,1,1998,0,102367405
27000000,3,0,2.917013,2,1,113,1,5.9,44,1,1998,0,76000000
20000000,1,0,13.924623,1,1,108,1,6.3,454,1,1998,0,67200000
1000000,2,0,4.967667,1,1,84,1,5.4,25,1,1997,0,2057193
15000000,3,0,6.715856,1,1,111,1,5.6,75,1,1998,1,46905889
24000000,3,0,7.336354,1,0,93,1,4.1,19,1,1998,0,4562146
80000000,3,0,12.000579,4,1,130,1,5,395,1,1998,1,136159423
10000000,4,0,4.305735,4,1,110,1,7.1,74,1,1997,0,13835130
55000000,3,0,8.228219,5,2,114,2,6.5,537,1,1998,1,198685114
25000000,1,0,13.06943,2,1,136,1,6.7,140,1,1998,1,21567853
5000000,4,0,3.621052,3,1,116,1,6,56,1,1998,0,1980338
10000000,1,0,1.453096,2,1,86,2,3,9,1,1998,0,45779
12716953,3,0,6.183021,1,2,113,3,6.2,129,0,1997,0,18814720
35000000,3,0,13.495247,1,1,93,1,4.5,161,1,1998,1,19165560
13000000,4,0,5.975082,1,1,91,1,6.1,112,1,1998,1,27007143
75000000,3,0,11.644633,4,1,120,1,5.9,870,1,1998,1,140464664
13000000,2,0,2.326115,3,1,84,1,5.5,10,1,1998,1,8026971
40000000,5,0,13.02535,1,1,86,1,6.9,193,1,1998,1,38172500
130000000,3,0,11.295121,5,1,139,5,5.3,1075,1,1998,1,379014294
30000000,2,0,3.385342,1,1,108,1,6.3,66,1,1998,1,29202884
18500000,3,0,9.220346,5,1,118,1,7.2,1321,1,1998,1,10680275
5000000,2,0,14.734622,0,1,105,1,5.9,56,1,1998,1,5879254
60000000,3,0,9.430812,2,1,107,2,6.3,320,1,1998,1,128038368
70000000,4,0,18.324219,4,1,98,3,5.6,343,1,1998,1,164000000
10000000,3,0,6.426937,1,1,100,1,6.1,122,1,1998,1,25605015
180000,3,1,7.523517,1,1,89,1,7.8,113,0,1997,0,900000
90000000,3,0,21.180857,2,1,88,2,7.6,2089,1,1998,1,304320254
66000000,3,0,12.311615,2,2,121,1,6.6,494,1,1998,1,189198313
71000000,3,0,9.439079,3,1,85,1,5.4,705,1,1998,1,294456605
48000000,3,0,7.349812,2,1,123,1,6.5,338,1,1998,1,77745568
1500000,4,0,9.167761,0,1,110,1,7.2,172,1,1998,0,2375097
140000000,4,0,13.235112,3,1,151,2,6.5,2540,1,1998,0,553799566
140000000,5,0,14.470551,3,1,127,3,6.3,782,1,1998,0,285444603
40000000,5,0,10.03936,3,1,110,4,6.2,522,1,1998,0,54682547
60000,3,1,10.621362,4,1,84,1,7.1,600,1,1998,0,3221152
23000000,2,1,11.688958,1,1,119,1,6.5,1616,1,1998,0,369884651
379000,3,0,0.758012,1,1,100,1,5,20,1,1929,0,4358000
700000,2,0,11.118844,1,1,112,1,6.5,67,1,1932,1,2594000
1180280,1,0,1.196324,1,1,110,1,4.6,17,1,1933,0,7630000
1950000,4,0,7.135215,1,1,132,3,7.1,72,1,1935,1,4460000
1644736,2,0,4.370592,1,1,126,2,7.2,79,1,1938,0,7433101
1250000,1,0,9.058578,1,1,118,2,6.9,76,1,1941,1,6000000
1344000,3,0,3.306745,1,1,134,2,6.7,47,1,1942,1,13500000
1250000,1,0,8.731331,1,1,101,1,7.4,115,1,1945,1,11000000
2100000,3,0,6.069343,1,1,172,1,7.6,148,1,1946,1,23650000
2000000,2,0,6.857318,1,1,118,1,6.8,48,1,1947,1,7800000
4000000,3,0,4.011363,1,1,152,2,6.6,51,1,1952,0,36000000
1650000,3,0,5.358582,1,1,118,1,7.2,137,1,1953,0,30500000
910000,2,0,18.211093,2,1,108,1,8,368,1,1954,1,9600000
343000,2,0,11.589081,2,1,90,1,7.2,75,1,1955,1,3000000
6000000,3,0,8.389903,3,1,152,1,7,399,1,1961,1,43656822
1000000,4,0,3.315827,1,1,128,1,6.1,40,1,1963,1,37600000
3900000,2,0,6.997888,2,1,120,4,7.5,90,1,1966,1,28350000
2000000,4,0,9.059617,2,1,109,1,7.5,207,1,1967,0,27379978
10000000,3,0,8.630078,3,1,153,1,7,106,1,1968,0,37402877
3600000,1,0,10.579988,3,1,113,2,7.4,307,1,1969,1,44785053
1800000,3,0,6.694959,3,1,104,2,7.4,435,1,1971,1,41158757
1000000,1,0,14.774066,1,1,119,1,7.5,1843,1,1976,1,117235147
8000000,1,0,9.741644,1,1,105,1,7.4,483,1,1979,1,106260000
5500000,2,0,6.877698,5,1,123,2,6.9,213,1,1981,1,58972904
31000000,1,0,14.004074,2,1,161,2,7,290,1,1985,1,128499205
23000000,2,0,11.076971,6,4,163,5,7.4,362,1,1987,1,43984230
25000000,1,0,11.267467,2,1,133,2,7.6,1762,1,1988,1,412800000
7500000,2,0,10.703677,3,1,99,3,7,358,1,1989,1,145793296
1500000,4,0,6.357559,1,1,92,1,6.7,146,1,1984,0,2300000
25000000,3,0,13.009688,4,2,101,1,7.1,618,1,1986,1,12729917
1000000,2,0,12.627678,3,1,97,1,7.8,2189,1,1985,0,51525171
3000000,1,0,8.668146,2,1,87,1,5.7,367,1,1985,1,29999213
5000000,2,0,10.035081,2,1,96,1,6.5,363,1,1987,0,44793222
7000000,2,0,8.120317,1,1,99,1,5.8,287,1,1988,0,72500000
8000000,2,0,7.534739,1,1,89,1,5.5,251,1,1989,0,22168359
11000000,3,0,11.560358,1,1,89,1,5.1,280,1,1991,0,34872033
550000,1,0,12.146747,3,1,95,1,6.4,622,1,1980,1,59754601
1250000,2,0,8.710824,2,1,87,1,6,321,1,1981,1,21722776
4000000,2,0,7.99229,2,1,95,1,5.7,257,1,1982,0,36690067
2600000,2,0,10.175913,2,1,91,2,5.9,241,1,1984,1,32980880
2200000,2,0,9.094477,2,1,92,1,5.1,200,1,1985,0,21930418
3000000,3,0,8.122042,1,1,86,1,5.7,219,1,1986,0,19472057
2800000,2,0,7.909022,1,1,88,1,5.3,196,1,1988,1,19170001
5000000,2,0,7.743144,3,1,100,1,4.8,194,1,1989,0,14000000
300000,2,1,13.672759,2,1,91,1,7.4,1066,1,1978,1,70000000
2500000,2,1,13.501144,1,1,92,1,6.4,370,1,1981,1,25533818
2500000,3,0,6.066618,1,1,98,1,5,232,1,1982,1,14400000
5000000,2,0,6.199806,1,1,88,1,5.9,212,1,1988,1,17768757
5000000,2,0,6.585405,1,1,96,1,5.3,187,1,1989,1,11642254
1000000,3,0,3.65867,3,1,92,1,6,85,1,1980,0,14796236
9000000,2,0,19.827546,1,1,87,1,6.3,605,1,1988,1,44196684
13000000,2,0,14.310479,1,1,84,2,5.8,323,1,1990,1,35763605
13000000,3,0,24.515462,1,2,90,2,5.5,274,1,1991,0,20560255
10700000,1,0,11.776326,2,1,114,1,7.1,811,1,1982,1,122200000
19000000,2,0,6.701138,1,1,91,1,5.8,172,1,1986,1,40996665
10500000,2,0,7.977693,1,1,98,1,4.6,127,1,1988,1,14144000
8000000,3,1,12.137595,2,1,122,6,7.5,2046,1,1973,1,441306145
14000000,3,0,8.266984,1,1,118,3,4.5,137,1,1977,1,30749142
15000000,5,0,13.183804,2,1,110,1,7,1367,1,1987,0,120207127
25000000,5,0,12.834276,2,1,114,2,6.7,1066,1,1989,0,227853986
35000000,5,0,10.786007,2,1,118,1,6.4,824,1,1992,1,321731527
11000000,3,0,11.333125,2,1,106,2,6.9,1629,1,1984,1,153083102
50000000,3,0,14.383185,2,1,106,1,6.3,664,1,1990,1,41482207
19000000,3,0,14.280703,2,1,114,4,7.4,1563,1,1985,1,61503218
95000000,2,0,11.348096,2,1,136,1,6.3,1211,1,1998,0,250288523
92620000,2,0,14.487867,2,1,153,1,8,666,0,1927,0,650422
40000000,4,1,13.689855,3,1,108,1,7.4,3926,1,1989,1,332000000
40000000,4,1,13.043999,3,1,118,1,7.1,2978,1,1990,1,244527583
5000000,2,0,10.341849,2,1,117,1,7.3,274,1,1972,1,84563118
858000,3,1,13.698132,1,1,70,1,6.8,1450,1,1942,0,267447150
2000000,2,0,15.01777,1,1,207,1,8.2,892,0,1954,1,271841
14000000,2,0,11.46781,3,2,119,1,7.1,267,1,1988,1,34670720
40000000,3,0,9.261189,1,1,137,2,6.5,576,1,1984,1,30925690
7000000,1,0,11.370288,2,2,164,1,7,206,1,1988,0,8373585
54000000,3,1,17.185349,1,2,162,4,7.1,1589,1,1990,1,136766062
1227401,2,0,8.319631,1,1,100,1,6.4,15,1,1991,1,1277401
62000000,2,0,10.618141,2,2,137,1,7,288,1,1997,0,1060056
15000000,3,0,11.054751,5,2,84,1,5.5,104,1,1998,0,17507368
10000000,2,0,6.046893,2,1,84,2,5.4,52,1,1998,0,19000000
70000000,3,0,21.758054,5,1,169,4,7.9,5148,1,1998,0,481840909
25000000,1,0,9.806685,2,1,80,1,6.5,228,1,1985,0,21288692
